"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃæ¼ö¿Â(¡É)","ÁßÃæ¿°ºÐ(psu)","ÁßÃæDO(mg/L)","ÁßÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2020-05-01 00:00",13.9,,,5,12.9,,,20,11.9,,,30
°­¸ª(bgna3),"2020-05-01 00:30",13.8,,,5,12,,,20,11.6,,,30
°­¸ª(bgna3),"2020-05-01 01:00",13.8,,,5,11.8,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 01:30",13.8,,,5,12.5,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 02:00",13.8,,,5,13.2,,,20,10.5,,,30
°­¸ª(bgna3),"2020-05-01 02:30",13.8,,,5,13.2,,,20,10.4,,,30
°­¸ª(bgna3),"2020-05-01 03:00",13.8,,,5,13.4,,,20,11.1,,,30
°­¸ª(bgna3),"2020-05-01 03:30",13.8,,,5,13.4,,,20,10.8,,,30
°­¸ª(bgna3),"2020-05-01 04:00",13.8,,,5,13.5,,,20,11.5,,,30
°­¸ª(bgna3),"2020-05-01 04:30",13.8,,,5,13.6,,,20,11.1,,,30
°­¸ª(bgna3),"2020-05-01 05:00",13.8,,,5,13.4,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 05:30",13.8,,,5,13.2,,,20,11.7,,,30
°­¸ª(bgna3),"2020-05-01 06:00",13.8,,,5,13.2,,,20,12.2,,,30
°­¸ª(bgna3),"2020-05-01 06:30",13.8,,,5,12.5,,,20,11.2,,,30
°­¸ª(bgna3),"2020-05-01 07:00",13.8,,,5,12.7,,,20,11.1,,,30
°­¸ª(bgna3),"2020-05-01 07:30",13.8,,,5,13,,,20,11.4,,,30
°­¸ª(bgna3),"2020-05-01 08:00",13.8,,,5,13.1,,,20,11.7,,,30
°­¸ª(bgna3),"2020-05-01 08:30",13.8,,,5,13.1,,,20,11.4,,,30
°­¸ª(bgna3),"2020-05-01 09:00",13.8,,,5,13,,,20,11.4,,,30
°­¸ª(bgna3),"2020-05-01 09:30",13.8,,,5,12.8,,,20,11.3,,,30
°­¸ª(bgna3),"2020-05-01 10:00",13.8,,,5,13,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 10:30",13.8,,,5,13.1,,,20,11.8,,,30
°­¸ª(bgna3),"2020-05-01 11:00",13.9,,,5,13.5,,,20,12.5,,,30
°­¸ª(bgna3),"2020-05-01 11:30",13.9,,,5,13.3,,,20,12.3,,,30
°­¸ª(bgna3),"2020-05-01 12:00",13.9,,,5,13.3,,,20,12.5,,,30
°­¸ª(bgna3),"2020-05-01 12:30",14.2,,,5,13.4,,,20,12.4,,,30
°­¸ª(bgna3),"2020-05-01 13:00",13.9,,,5,13.6,,,20,12.7,,,30
°­¸ª(bgna3),"2020-05-01 13:30",13.9,,,5,12.7,,,20,11.7,,,30
°­¸ª(bgna3),"2020-05-01 14:00",14,,,5,13.1,,,20,11.4,,,30
°­¸ª(bgna3),"2020-05-01 14:30",14.1,,,5,12.9,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 15:00",14.2,,,5,13.2,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 15:30",14.2,,,5,13.5,,,20,10.9,,,30
°­¸ª(bgna3),"2020-05-01 16:00",14.2,,,5,13.5,,,20,10.9,,,30
°­¸ª(bgna3),"2020-05-01 16:30",14.3,,,5,13.4,,,20,11.7,,,30
°­¸ª(bgna3),"2020-05-01 17:00",14.3,,,5,13.1,,,20,12.2,,,30
°­¸ª(bgna3),"2020-05-01 17:30",14.1,,,5,12.8,,,20,11.9,,,30
°­¸ª(bgna3),"2020-05-01 18:00",14.3,,,5,12.7,,,20,11.6,,,30
°­¸ª(bgna3),"2020-05-01 18:30",14.4,,,5,13.2,,,20,11.6,,,30
°­¸ª(bgna3),"2020-05-01 19:00",14.7,,,5,13.4,,,20,12.1,,,30
°­¸ª(bgna3),"2020-05-01 19:30",14.4,,,5,12.2,,,20,11.5,,,30
°­¸ª(bgna3),"2020-05-01 20:00",14.5,,,5,11.9,,,20,10.8,,,30
°­¸ª(bgna3),"2020-05-01 20:30",14.7,,,5,12.5,,,20,10.6,,,30
°­¸ª(bgna3),"2020-05-01 21:00",14.6,,,5,12.3,,,20,10.5,,,30
°­¸ª(bgna3),"2020-05-01 21:30",14.4,,,5,12.6,,,20,10.4,,,30
°­¸ª(bgna3),"2020-05-01 22:00",14.4,,,5,12.7,,,20,11,,,30
°­¸ª(bgna3),"2020-05-01 22:30",14.4,,,5,12.8,,,20,11.1,,,30
°­¸ª(bgna3),"2020-05-01 23:00",14.4,,,5,13.1,,,20,12,,,30
°­¸ª(bgna3),"2020-05-01 23:30",14.6,,,5,13.1,,,20,12.1,,,30
°­¸ª(bgna3),"2020-05-02 00:00",14.5,,,5,13.2,,,20,12.4,,,30
°­¸ª(bgna3),"2020-05-02 00:30",14.4,,,5,13.4,,,20,12.6,,,30
°­¸ª(bgna3),"2020-05-02 01:00",14.4,,,5,13.6,,,20,12.6,,,30
°­¸ª(bgna3),"2020-05-02 01:30",14.3,,,5,13.7,,,20,12.7,,,30
°­¸ª(bgna3),"2020-05-02 02:00",14.2,,,5,13.8,,,20,12.9,,,30
°­¸ª(bgna3),"2020-05-02 02:30",14.2,,,5,13.8,,,20,12.7,,,30
°­¸ª(bgna3),"2020-05-02 03:00",14.3,,,5,14,,,20,12.8,,,30
°­¸ª(bgna3),"2020-05-02 03:30",14.4,,,5,13.9,,,20,12.8,,,30
°­¸ª(bgna3),"2020-05-02 04:00",14.4,,,5,13.9,,,20,12.9,,,30
°­¸ª(bgna3),"2020-05-02 04:30",14.5,,,5,13.9,,,20,13,,,30
°­¸ª(bgna3),"2020-05-02 05:00",14.5,,,5,13.8,,,20,13.1,,,30
°­¸ª(bgna3),"2020-05-02 05:30",14.4,,,5,13.4,,,20,12.9,,,30
°­¸ª(bgna3),"2020-05-02 06:00",14.4,,,5,12.9,,,20,12.8,,,30
°­¸ª(bgna3),"2020-05-02 06:30",14.4,,,5,12.8,,,20,12.7,,,30
°­¸ª(bgna3),"2020-05-02 07:00",14.4,,,5,12.8,,,20,12.5,,,30
°­¸ª(bgna3),"2020-05-02 07:30",14.4,,,5,12.8,,,20,12.3,,,30
°­¸ª(bgna3),"2020-05-02 08:00",14.5,,,5,12.8,,,20,12,,,30
°­¸ª(bgna3),"2020-05-02 08:30",14.6,,,5,12.8,,,20,12,,,30
°­¸ª(bgna3),"2020-05-02 09:00",14.6,,,5,12.7,,,20,11.9,,,30
°­¸ª(bgna3),"2020-05-02 09:30",14.5,,,5,12.5,,,20,11.7,,,30
°­¸ª(bgna3),"2020-05-02 10:00",14.6,,,5,12.5,,,20,11.3,,,30
°­¸ª(bgna3),"2020-05-02 10:30",14.6,,,5,12.6,,,20,11.7,,,30
°­¸ª(bgna3),"2020-05-02 11:00",14.6,,,5,12.6,,,20,11.8,,,30
°­¸ª(bgna3),"2020-05-02 11:30",14.6,,,5,12.7,,,20,11.9,,,30
°­¸ª(bgna3),"2020-05-02 12:00",14.6,,,5,13.7,,,20,12.1,,,30
°­¸ª(bgna3),"2020-05-02 12:30",14.7,,,5,13.6,,,20,12.1,,,30
°­¸ª(bgna3),"2020-05-02 13:00",14.7,,,5,13.1,,,20,12.2,,,30
°­¸ª(bgna3),"2020-05-02 13:30",14.7,,,5,13.9,,,20,12.4,,,30
°­¸ª(bgna3),"2020-05-02 14:00",14.7,,,5,13,,,20,12.3,,,30
°­¸ª(bgna3),"2020-05-02 14:30",14.7,,,5,13.3,,,20,12.3,,,30
°­¸ª(bgna3),"2020-05-02 15:00",14.8,,,5,13.1,,,20,12.2,,,30
°­¸ª(bgna3),"2020-05-02 15:30",14.8,,,5,13,,,20,12.2,,,30
°­¸ª(bgna3),"2020-05-02 16:00",14.8,,,5,13.6,,,20,12.1,,,30
°­¸ª(bgna3),"2020-05-02 16:30",14.8,,,5,13,,,20,12.2,,,30
°­¸ª(bgna3),"2020-05-02 17:00",14.8,,,5,13.9,,,20,12.6,,,30
°­¸ª(bgna3),"2020-05-02 17:30",14.8,,,5,12.9,,,20,12.5,,,30
°­¸ª(bgna3),"2020-05-02 18:00",14.7,,,5,12.9,,,20,12.3,,,30
