"°üÃø¼Ò","°üÃøÀÏ½Ã","Ç¥Ãþ¼ö¿Â(¡É)","Ç¥Ãþ ¿°ºÐ(psu)","Ç¥Ãþ DO(mg/L)","Ç¥Ãþ¼ö½É(m)","ÁßÃþ¼ö¿Â(¡É)","ÃþÃþ ¿°ºÐ(psu)","ÃþÃþ DO(mg/L)","ÃþÃþ¼ö½É(m)","ÀúÃþ¼ö¿Â(¡É)","ÀúÃþ ¿°ºÐ(psu)","ÀúÃþ DO(mg/L)","ÀúÃþ¼ö½É(m)"
°­¸ª(bgna3),"2021-04-01 11:30","13.2",,,,"12.1",,,,"9.7",,,
°­¸ª(bgna3),"2021-04-01 12:00","13.4",,,,"12.1",,,,"9.7",,,
°­¸ª(bgna3),"2021-04-01 12:30","13.4",,,,"12",,,,"9.5",,,
°­¸ª(bgna3),"2021-04-01 13:00","13.5",,,,"11.8",,,,"9.7",,,
°­¸ª(bgna3),"2021-04-01 13:30","13.2",,,,"11.7",,,,"9.9",,,
°­¸ª(bgna3),"2021-04-01 14:00","13.5",,,,"11.5",,,,"9.5",,,
°­¸ª(bgna3),"2021-04-01 14:30","13.4",,,,"12",,,,"9.9",,,
°­¸ª(bgna3),"2021-04-01 15:00","13.6",,,,"11.9",,,,"10",,,
°­¸ª(bgna3),"2021-04-01 15:30","13.8",,,,"11.8",,,,"10.2",,,
°­¸ª(bgna3),"2021-04-01 16:00","14",,,,"11.9",,,,"10.3",,,
°­¸ª(bgna3),"2021-04-01 16:30","14",,,,"12.1",,,,"9.9",,,
°­¸ª(bgna3),"2021-04-01 17:00","14",,,,"12.5",,,,"10",,,
°­¸ª(bgna3),"2021-04-01 17:30","13.9",,,,"12.8",,,,"10.6",,,
°­¸ª(bgna3),"2021-04-01 18:00","14",,,,"13",,,,"10.7",,,
°­¸ª(bgna3),"2021-04-01 18:30","14.1",,,,"13",,,,"10.3",,,
°­¸ª(bgna3),"2021-04-01 19:00","13.9",,,,"12.8",,,,"10",,,
°­¸ª(bgna3),"2021-04-01 19:30","13.7",,,,"12.7",,,,"10.8",,,
°­¸ª(bgna3),"2021-04-01 20:00","13.5",,,,"12.7",,,,"11.1",,,
°­¸ª(bgna3),"2021-04-01 20:30","13.6",,,,"12.6",,,,"11.1",,,
°­¸ª(bgna3),"2021-04-01 21:00","13.5",,,,"12.1",,,,"9.6",,,
°­¸ª(bgna3),"2021-04-01 21:30","13.5",,,,"12.3",,,,"9.4",,,
°­¸ª(bgna3),"2021-04-01 22:00","13.4",,,,"12.5",,,,"9.5",,,
°­¸ª(bgna3),"2021-04-01 22:30","13.4",,,,"12.6",,,,"9.9",,,
°­¸ª(bgna3),"2021-04-01 23:00","13.4",,,,"12.3",,,,"9.9",,,
°­¸ª(bgna3),"2021-04-01 23:30","13.4",,,,"12.2",,,,"9.8",,,
°­¸ª(bgna3),"2021-04-02 00:00","13.5",,,,"12",,,,"9.6",,,
°­¸ª(bgna3),"2021-04-02 00:30","13.5",,,,"12.1",,,,"9.8",,,
°­¸ª(bgna3),"2021-04-02 01:00","13.5",,,,"12.1",,,,"9.5",,,
°­¸ª(bgna3),"2021-04-02 01:30","13.5",,,,"12.6",,,,"9.9",,,
°­¸ª(bgna3),"2021-04-02 02:00","13.4",,,,"12.3",,,,"9.8",,,
°­¸ª(bgna3),"2021-04-02 02:30","13.3",,,,"11.6",,,,"8.4",,,
°­¸ª(bgna3),"2021-04-02 03:00","13.2",,,,"11.7",,,,"9.1",,,
°­¸ª(bgna3),"2021-04-02 03:30","13",,,,"11.8",,,,"9.7",,,
°­¸ª(bgna3),"2021-04-02 04:00","13.1",,,,"11.8",,,,"10.1",,,
°­¸ª(bgna3),"2021-04-02 04:30","13.2",,,,"11.7",,,,"9.2",,,
°­¸ª(bgna3),"2021-04-02 05:00","13.3",,,,"11.7",,,,"9.8",,,
°­¸ª(bgna3),"2021-04-02 05:30","13.6",,,,"12.2",,,,"10.5",,,
°­¸ª(bgna3),"2021-04-02 06:00","13.4",,,,"12",,,,"10.2",,,
°­¸ª(bgna3),"2021-04-02 06:30","13.4",,,,"11.9",,,,"10.9",,,
°­¸ª(bgna3),"2021-04-02 07:00","13.4",,,,"12",,,,"10.5",,,
°­¸ª(bgna3),"2021-04-02 07:30","13.3",,,,"12.4",,,,"10.4",,,
°­¸ª(bgna3),"2021-04-02 08:00","13.3",,,,"12.3",,,,"9.3",,,
°­¸ª(bgna3),"2021-04-02 08:30","13.3",,,,"12.4",,,,"9.7",,,
°­¸ª(bgna3),"2021-04-02 09:00","13.2",,,,"12.2",,,,"9.1",,,
°­¸ª(bgna3),"2021-04-02 09:30","13",,,,"11.9",,,,"10.3",,,
°­¸ª(bgna3),"2021-04-02 10:00","13.1",,,,"11.6",,,,"9.4",,,
°­¸ª(bgna3),"2021-04-02 10:30","13.2",,,,"11.9",,,,"9.4",,,
°­¸ª(bgna3),"2021-04-02 11:00","13.2",,,,"12.4",,,,"9.8",,,
°­¸ª(bgna3),"2021-04-02 11:30","13.6",,,,"12.2",,,,"9.4",,,
°­¸ª(bgna3),"2021-04-02 12:00","13.6",,,,"11.9",,,,"9.2",,,
°­¸ª(bgna3),"2021-04-02 12:30","13.4",,,,"11.6",,,,"9.5",,,
°­¸ª(bgna3),"2021-04-02 13:00","13.3",,,,"11.7",,,,"9.2",,,
°­¸ª(bgna3),"2021-04-02 13:30","13.3",,,,"11.9",,,,"9.3",,,
